担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,24021390,多くのアルバイト経験から、チームワークの大切さと自分の適性に気づく,成果を出し続ける事が、信頼の証になる,人生はすごろく。休むも戻るもあって良い,失敗は経験なので、どんどん好きなことをやって欲しい,若い時にいっぱい失敗しておいた法がいい。大人の失敗は傷が残り治りが遅い, , , ,Pattern181,多くアルバイト経験チームワーク自分適性成果事信頼証人生すごろく失敗経験こと時失敗法大人失敗傷,0.86,"対象:23021432 時期:今学期全てのキーワード:多くのアルバイト経験から、チームワークの大切さと自分の適性に気づく。,成果を出し続けることが、信頼の証になる。,人生はすごろく。休むも戻るもあって良い。,失敗は経験なので、どんどん好きなことをやってほしい,若い時にいっぱい失敗しておいた方が良い。", ,0,, 
吉松,24021395,言われたら100で返す,信頼がなければ任され続けることはない,人生は双六,失敗も含めて「進んでる」ということ,逃げであっても、自分で責任を取れば良い, , , ,,,, , ,0,, 
吉松,24021406,大人になってする失敗は心に傷が残る,失敗した方がいいこともある,心の声を聴くことが大事,人生はすごろく,やると決めたらやる, , , ,,,, , ,0,, 
吉松,24021415,ブームから文化へ,失敗は経験,頭で考えたときの判断は鈍る,好きだと思うことにトライする,０から１を立ち上げる, , , ,Pattern256,ブーム文化失敗経験頭とき判断ことトライ０１,0.83,"対象:26021457 時期:今学期全てのキーワード:大事にすることをしっかり守りながら学んでいる,任されるって信頼されている,ブームから文化にしていく,失敗は経験,頭で考えたときの判断は鈍る", ,0,, 
吉松,24021461,感性を信じていろんな経験をする,今できること今打ち込めることを見つけて努力する,経験を磨いて、自分の感性を研ぎ澄ます,失敗した方がいい。キャリアはピラミッドじゃない,人生はスゴロク, , , ,,,, , ,0,, 
吉松,24021482,会社を自分で改革して鍛えられた,任せられるというのは頼られているということ,仕事のミスから自分がどのような気持ちで仕事をしているか再確認した,ブランドとしてやるべきこととお客さんのニーズをどのように汲み取るか,自分がこの空間や環境でどのように感じるかを一緒に共有する, , , ,,,, , ,0,, 
吉松,24021483,主体的に動かす,失敗は経験,好きなことにどんどんトライする,心の声を聞く,感じる力を鍛える, , , ,,,, , ,0,, 
吉松,24021489,心の声に耳を傾ける,頭で理論立てて考えると失敗することもある,学生時代に必ずしもやりたいことを見つけなくてもよい,分野に縛られずに学ぶことで将来のキャリアの選択肢に幅ができる,相手のことを考えて仕事をすることで責任感が生まれる, , , ,,,, , ,0,, 
吉松,24021501,自分の興味について、縦軸か横軸が自分に合わせて考える。,任せれ続けるには誠意を持って取り組み成果を出すことが大事。,不明確な目標に対し、一歩を踏み出す。,目標を決めて、やっていくことも大事。,好き嫌いだけで終わらずに、自分の中でロジックを立て理解する。, , , ,,,, , ,0,, 
吉松,24021504,相手を褒める、認めることを意識,0から1にする仕事,人を支える、サポートする仕事が性に合う,ブランド全体を統括するチーフブランドオフィサー(CBO),縦ではなく横の興味, , , ,,,, , ,0,, 
吉松,24021506,アルバイトで自己分析,海外旅行,仕事は誠意をもって実践すること,ブームから文化へ,失敗したときはそのとき, , , ,,,, , ,0,, 
吉松,24021513,ブームではなく文化にする。流行りで終わらせない。,好きだと思ったことはとことんやる。それができるのが大学生。,AIが発展してきたからこそともに働くことに需要がある。,人生はすごろく。立ち止まっても、戻ってもいい。,情報を得るのが簡単な時代。失敗することも大事, , , ,,,, , ,0,,再履修
吉松,24021520,言われたら100返したい,人生はすごろく,失敗すればいい,不確定な状況に対する耐性,心の声を聞く, , , ,,,, , ,0,, 
吉松,24021572,マルチカルチャーの中では従業員をよく見てよくほめることが大切だ,国の文化や価値観の違いを意識して経営を進めることが大切だ,転職はネガティブなイメージが先行しがちだが新たな挑戦として必ずしも悪いものではない,学内の交友関係を深めておくことはアルバイトで経験を積んだり勉強することと同じように大切だ,失敗も一つの経験となるからとにかくトライすることが大切だ, , , ,,,, , ,0,, 
吉松,24021707,相手を褒めることが大切,人生はピラミッドではなく双六。,ブランドとニーズを分けて考える。,国によってトレンドや文化が違うことを理解する。,ブームから文化へ。, , , ,,,, , ,0,, 
吉松,24021732,学んでいる時に訳が分からなくても、覚えていたらいずれなにかの助けになる時もある,色々な社会経験をすることで自分の適正に気づいていく,任された仕事で成果を出し続けることで信頼を得る,自分が感じた新しいものを周りの人のにとっての日常にすることで、周囲を変化させていく,学生時代の経験次第で自分が想像してない結果になることもあるので、打ち込めることを見つける, , , ,,,, , ,0,,再履修
